Company Name,Total(4),Total,Title,Description,Features,Length_of_Features,Benefits,Length_of_Benefits,Service-scope,User-support,Onboarding-and-offboarding,Using-the-service,Scaling,Analytics,Resellers,Staff-security,Asset-protection,Data-importing-and-exporting,Data-in-transit-protection,Availability-and-resilience,Identity-and-authentication,Audit-information-for-users,Standards-and-certifications,Security-governance,Operational-security,Secure-development,Public-sector-networks,Pricing,Query_index,Planning,Training,Setup-and-migration,Quality-assurance-and-performance-testing,Security-testing,Ongoing-support,Backup-and-recovery,Separation-between-users,Energy-efficiency,Target
KCOM GROUP PLC,3,3,0,1,1,6,1,7,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Arcus Global Limited,4,4,0,2,1,10,1,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Eyecademy Ltd,8,16,1,2,3,4,2,2,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Altius Consulting Ltd,14,30,1,4,7,10,2,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,12.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0
INTERWORKS EUROPE LTD,11,25,1,4,5,7,1,5,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
INTERWORKS EUROPE LTD,11,25,1,4,5,7,1,7,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Concentra Consulting Limited,8,24,1,2,4,10,1,7,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Tableau,3,22,1,2,0,6,0,5,3,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Datalytyx Ltd,5,9,1,2,2,5,0,4,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Tableau,2,54,1,1,0,10,0,7,0,3,4.0,16.0,2.0,1.0,0,0,0.0,4.0,0.0,6.0,2.0,0.0,0.0,4.0,8.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Tableau,2,60,1,1,0,9,0,7,3,3,4.0,13.0,4.0,2.0,0,0,2.0,4.0,4.0,3.0,2.0,0.0,0.0,4.0,8.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
INTERWORKS EUROPE LTD,4,19,1,2,1,3,0,4,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
Field Dynamics,3,10,1,1,1,10,0,10,0,1,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
INTERWORKS EUROPE LTD,4,29,2,2,0,9,0,6,0,0,11.0,3.0,1.0,0.0,1,0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Version 1 Solutions Limited,4,4,1,3,0,4,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
INTERWORKS EUROPE LTD,4,31,2,2,0,10,0,10,3,0,12.0,1.0,1.0,0.0,1,0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Methods Analytics Ltd,3,3,0,1,1,10,1,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Eyecademy Ltd,2,50,1,1,0,7,0,7,0,1,4.0,16.0,1.0,1.0,1,0,0.0,2.0,0.0,6.0,2.0,0.0,0.0,4.0,8.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FlyingBinary Ltd,3,12,0,1,1,10,1,10,3,0,4.0,0.0,0.0,0.0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Texuna,3,3,0,1,1,10,1,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Bytes Software Services,2,48,1,1,0,10,0,7,0,2,4.0,11.0,2.0,1.0,1,0,0.0,3.0,0.0,6.0,2.0,0.0,0.0,4.0,8.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FlyingBinary Ltd,3,15,1,2,0,10,0,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Syntel Europe Ltd.,3,3,1,1,1,7,0,8,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Software Box Limited (SBL),2,45,1,1,0,10,0,7,0,2,4.0,9.0,0.0,1.0,1,0,0.0,4.0,0.0,6.0,2.0,0.0,0.0,4.0,8.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Village Software Engineering,3,52,1,2,0,10,0,9,0,1,3.0,13.0,2.0,1.0,2,0,0.0,4.0,0.0,7.0,2.0,0.0,0.0,5.0,7.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Village Software Engineering,3,57,1,2,0,10,0,9,3,2,3.0,9.0,4.0,2.0,2,0,2.0,4.0,4.0,3.0,2.0,0.0,0.0,4.0,8.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Datalytyx Ltd,2,9,1,1,0,7,0,5,0,0,1.0,0.0,0.0,1.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Billigence,2,32,1,1,0,5,0,5,2,3,3.0,3.0,0.0,0.0,1,0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,8.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
The Information Lab Ltd,2,48,1,1,0,10,0,7,1,3,1.0,10.0,3.0,2.0,1,0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,5.0,10.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Eyecademy Ltd,2,53,1,1,0,6,0,7,2,3,4.0,13.0,4.0,1.0,1,0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,4.0,8.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Bytes Software Services,2,53,1,1,0,9,0,7,2,3,4.0,8.0,4.0,2.0,1,0,2.0,2.0,4.0,3.0,2.0,0.0,0.0,4.0,8.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Business Data Partners Ltd,4,5,0,1,3,10,0,10,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Henderson Scott,2,2,0,1,1,6,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FlyingBinary Ltd,2,37,1,1,0,10,0,10,4,0,0.0,8.0,3.0,1.0,0,0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FlyingBinary Ltd,2,13,1,1,0,10,0,10,0,0,0.0,6.0,0.0,0.0,0,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Trustmarque Solutions Limited,3,8,1,2,0,7,0,5,0,1,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FlyingBinary Ltd,2,12,1,1,0,10,0,10,0,0,1.0,1.0,0.0,0.0,0,0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Slalom Consulting,2,2,0,0,1,10,1,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
The Information Lab Ltd,2,50,1,1,0,9,0,7,3,3,4.0,10.0,2.0,1.0,1,0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,4.0,10.0,0.0,0.0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Converging Data,2,4,0,0,1,8,1,10,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
New Company Services Ltd,2,15,1,1,0,10,0,9,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FlyingBinary Ltd,2,14,0,1,1,10,0,8,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Gemini Data,2,4,0,0,1,10,1,10,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FlyingBinary Ltd,2,14,0,1,1,10,0,8,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Kainos Software Ltd,2,2,0,1,1,9,0,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Mazepoint Limited,2,5,0,1,1,10,0,10,1,0,0.0,1.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Mazepoint Limited,2,4,0,1,1,10,0,10,1,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
New Company Services Ltd,2,2,0,2,0,4,0,2,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
New Company Services Ltd,2,2,0,2,0,4,0,2,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
The Information Lab Ltd,2,16,0,2,0,7,0,5,0,1,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1
INTERWORKS EUROPE LTD,2,30,2,0,0,10,0,10,3,0,12.0,2.0,1.0,0.0,1,0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
New Company Services Ltd,1,1,0,0,0,10,1,7,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FlyingBinary Ltd,2,14,0,2,0,10,0,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Nigel Frank International Ltd (UK),1,3,0,0,1,8,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Altis Consulting,1,2,0,0,1,7,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SCISYS UK Ltd,1,1,0,0,0,10,1,9,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
DataSparQ Limited,1,3,0,0,1,7,0,9,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Acrotrend,2,2,0,0,2,10,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Altius Consulting Ltd,1,1,0,0,1,7,0,4,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
MarkLogic Corporation,1,1,0,0,1,4,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Methods Analytics Ltd,1,1,0,0,1,10,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
M Three Corporate Consulting Limited,1,2,0,0,1,5,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Infomentum,1,2,0,0,1,8,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Methods Analytics Ltd,1,1,0,0,1,8,0,8,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Modis International Ltd trading as Ajilon,1,1,0,1,0,10,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Station10 Ltd.,1,3,0,0,1,8,0,4,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Altius Consulting Ltd,1,3,0,0,1,10,0,9,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Applied Data Science,1,1,0,1,0,6,0,3,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Datalytyx Ltd,1,1,0,1,0,5,0,4,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
VCCP Group LLP,1,2,0,0,0,10,1,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Engine Partners UK LLP (The Engine Group),1,1,0,0,1,10,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
People Source Consulting Ltd,1,1,0,0,0,10,1,9,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Gauri Ltd,1,4,0,1,0,10,0,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Harbour Technology Limited,1,3,0,0,1,10,0,4,0,0,0.0,2.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Butterfly Projects Ltd,1,1,0,0,1,6,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Stanton House,1,1,0,0,1,7,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
The Server Labs Ltd.,1,1,0,0,1,9,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
New Company Services Ltd,1,5,0,1,0,6,0,9,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Datalytyx Ltd,1,1,0,1,0,5,0,4,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
New Company Services Ltd,1,5,0,1,0,10,0,9,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
New Company Services Ltd,1,4,0,1,0,10,0,9,0,0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Version 1 Solutions Limited,1,1,0,1,0,10,0,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Mazepoint Limited,1,1,0,1,0,10,0,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
LA International Computer Consultants Limited,1,1,0,1,0,10,0,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Station10 Ltd.,1,3,0,0,1,8,0,3,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Sparta Global Limited (formerly Testing Circle Limited),1,1,0,0,1,7,0,9,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Quantum Data Analytics,1,2,0,0,1,10,0,8,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
The Server Labs Ltd.,1,1,0,0,1,9,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
The Server Labs Ltd.,1,1,0,0,1,7,0,6,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Modis International Ltd trading as Ajilon,1,1,0,1,0,10,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Trustmarque Solutions Limited,1,4,0,1,0,8,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Big Blue Door Ltd,1,1,0,1,0,9,0,8,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Atkins Limited,1,1,0,1,0,8,0,4,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5R Data,1,1,0,1,0,7,0,5,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
SCISYS UK Ltd,1,1,0,1,0,10,0,10,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Cognizant Technology Solutions UK Limited,1,1,0,0,1,7,0,8,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Cognizant Technology Solutions UK Limited,1,1,0,0,1,8,0,7,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Ernst & Young LLP (EY),1,1,0,0,1,9,0,9,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
FlyingBinary Ltd,1,1,0,0,1,9,0,9,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
